Date/Time	Lat	Lon
4/2/2014 8:49:00	40.7578	-73.989
4/2/2014 8:49:00	40.7747	-73.9603
4/2/2014 8:52:00	40.7412	-74.0034
4/2/2014 8:53:00	40.7519	-73.9937
4/2/2014 8:54:00	40.7527	-73.9857
4/2/2014 8:55:00	40.7543	-73.9755
4/2/2014 8:56:00	40.775	-73.9764
4/2/2014 8:56:00	40.7742	-73.9632
4/2/2014 8:57:00	40.7502	-73.984
4/2/2014 9:00:00	40.8897	-73.903
4/2/2014 9:00:00	40.7056	-74.0063
4/2/2014 9:00:00	40.7505	-73.9946
4/2/2014 9:03:00	40.7515	-73.9784
4/2/2014 9:04:00	40.7507	-74.0034
4/2/2014 9:07:00	40.7301	-74.0415
4/2/2014 9:07:00	40.7301	-74.0415
4/2/2014 9:07:00	40.7684	-73.9599
4/2/2014 9:08:00	40.7181	-73.987
4/2/2014 9:08:00	40.7049	-74.0157
4/2/2014 9:10:00	40.7758	-73.9561
4/2/2014 9:11:00	40.7562	-73.9717
4/2/2014 9:11:00	40.7415	-74.0067
4/2/2014 9:12:00	40.7467	-73.9883
4/2/2014 9:13:00	40.7554	-73.9713
4/2/2014 9:14:00	40.7241	-73.9975
4/2/2014 9:14:00	40.6912	-73.9939
4/2/2014 9:15:00	40.7752	-73.9635
4/2/2014 9:23:00	40.7518	-73.9937
4/2/2014 9:23:00	40.7518	-73.9937
4/2/2014 9:25:00	40.7127	-73.9659
4/2/2014 9:27:00	40.7653	-73.9614
4/2/2014 9:31:00	40.6801	-74.0097
4/2/2014 9:31:00	40.7505	-73.9782
4/2/2014 9:32:00	40.7745	-73.964
4/2/2014 9:32:00	40.7352	-73.9976
4/2/2014 9:33:00	40.74	-74.007
4/2/2014 9:33:00	40.7451	-73.9892
4/2/2014 9:35:00	40.7877	-73.9787
4/2/2014 9:36:00	40.7643	-73.9735
4/2/2014 9:37:00	40.7246	-73.9916
4/2/2014 9:37:00	40.7258	-73.9987
4/2/2014 9:38:00	40.7619	-73.9727
4/2/2014 9:39:00	40.7428	-73.9862
4/2/2014 9:39:00	40.7235	-74.0062
4/2/2014 9:39:00	40.7648	-73.9705
4/2/2014 9:40:00	40.7229	-73.9967
4/2/2014 9:42:00	40.7261	-73.9973
4/2/2014 9:42:00	40.7829	-73.9573
4/2/2014 9:43:00	40.7667	-73.9792
4/2/2014 9:49:00	40.7553	-73.981
4/2/2014 9:51:00	40.7645	-73.9797
4/2/2014 9:51:00	40.7645	-73.9797
4/2/2014 9:52:00	40.7685	-73.8625
4/2/2014 9:54:00	40.7349	-74.0076
4/2/2014 9:55:00	40.7906	-73.9559
4/2/2014 9:56:00	40.7478	-74.0045
4/2/2014 9:56:00	40.7751	-73.9634
4/2/2014 9:57:00	40.7657	-73.972
4/2/2014 10:00:00	40.7595	-73.9854
4/2/2014 10:01:00	40.7258	-73.9949
4/2/2014 10:02:00	40.7539	-73.9954
4/2/2014 10:02:00	40.772	-73.961
4/2/2014 10:03:00	40.7749	-73.9652
4/2/2014 10:03:00	40.7439	-73.9878
4/2/2014 10:03:00	40.7741	-73.9631
4/2/2014 10:03:00	40.7071	-74.0048
4/2/2014 10:03:00	40.7419	-74.0036
4/2/2014 10:04:00	40.7401	-73.9939
4/2/2014 10:07:00	40.7636	-73.9692
4/2/2014 10:07:00	40.8722	-74.0626
4/2/2014 10:08:00	40.7474	-73.9815
4/2/2014 10:08:00	40.7708	-73.8656
4/2/2014 10:08:00	40.7624	-73.9835
4/2/2014 10:09:00	40.7237	-73.9889
4/2/2014 10:09:00	40.7704	-73.8652
4/2/2014 10:09:00	40.7497	-73.9915
4/2/2014 10:10:00	40.7228	-73.9983
4/2/2014 10:10:00	40.7371	-73.9987
4/2/2014 10:13:00	40.7715	-73.9654
4/2/2014 10:13:00	40.7338	-73.9431
4/2/2014 10:15:00	40.7697	-73.9486
4/2/2014 10:16:00	40.7793	-73.9623
4/2/2014 10:16:00	40.7528	-73.9328
4/2/2014 10:16:00	40.7856	-74.0165
4/2/2014 10:16:00	40.7856	-74.0165
4/2/2014 10:17:00	40.7604	-73.9801
4/2/2014 10:18:00	40.805	-73.9668
4/2/2014 10:19:00	40.7446	-73.9876
4/2/2014 10:21:00	40.7871	-73.9776
4/2/2014 10:23:00	40.8551	-73.9322
4/2/2014 10:23:00	40.7338	-74.0046
4/2/2014 10:23:00	40.7989	-73.9414
4/2/2014 10:24:00	40.7605	-73.9855
4/2/2014 10:29:00	40.7718	-73.9634
4/2/2014 10:29:00	40.7555	-73.9771
4/2/2014 10:33:00	40.7644	-73.9714
4/2/2014 10:33:00	40.7442	-73.9833
4/2/2014 10:34:00	40.7363	-74.1654
4/2/2014 10:35:00	40.7267	-73.9957
4/2/2014 10:38:00	40.7619	-73.9665
4/2/2014 10:41:00	40.773	-73.9662
4/2/2014 10:41:00	40.804	-73.9311
4/2/2014 10:42:00	40.7547	-73.9897
4/2/2014 10:42:00	40.7222	-73.9997
4/2/2014 10:44:00	40.7516	-73.9768
4/2/2014 10:45:00	40.779	-73.9581
4/2/2014 10:46:00	40.7369	-74.0076
4/2/2014 10:47:00	40.7827	-73.9798
4/2/2014 10:48:00	40.7219	-74.0022
4/2/2014 10:51:00	40.7607	-73.986
4/2/2014 10:52:00	40.7715	-73.965
4/2/2014 10:53:00	40.7301	-74.0055
4/2/2014 10:53:00	40.752	-73.9936
4/2/2014 10:55:00	40.7336	-73.9959
4/2/2014 10:55:00	40.7575	-73.9756
4/2/2014 10:57:00	40.771	-73.8657
4/2/2014 10:58:00	40.7569	-73.9741
4/2/2014 11:00:00	40.7516	-73.976
4/2/2014 11:00:00	40.7582	-73.9753
4/2/2014 11:01:00	40.7228	-74.0047
4/2/2014 11:02:00	40.7732	-73.8856
4/2/2014 11:02:00	40.7732	-73.8856
4/2/2014 11:03:00	40.714	-74.0095
4/2/2014 11:04:00	40.7631	-73.9823
4/2/2014 11:05:00	40.7795	-73.9736
4/2/2014 11:05:00	40.7736	-73.9637
4/2/2014 11:05:00	40.759	-73.9943
4/2/2014 11:11:00	40.712	-73.9631
4/2/2014 11:12:00	40.7567	-73.984
4/2/2014 11:13:00	40.7646	-73.9666
4/2/2014 11:13:00	40.7549	-73.9728
4/2/2014 11:14:00	40.7092	-74.0163
4/2/2014 11:14:00	40.6948	-74.1777
4/2/2014 11:14:00	40.7598	-73.9845
4/2/2014 11:15:00	40.7573	-73.9667
4/2/2014 11:17:00	40.7239	-73.9966
4/2/2014 11:19:00	40.783	-73.9572
4/2/2014 11:23:00	40.7541	-73.9857
4/2/2014 11:23:00	40.7569	-73.9734
4/2/2014 11:26:00	40.7543	-73.9739
4/2/2014 11:26:00	40.7665	-73.9864
4/2/2014 11:31:00	40.7319	-73.9996
4/2/2014 11:34:00	40.8073	-73.9643
4/2/2014 11:35:00	40.7611	-73.9692
4/2/2014 11:35:00	40.7501	-73.9735
4/2/2014 11:37:00	40.7388	-74.1654
4/2/2014 11:37:00	40.7336	-74.0064
4/2/2014 11:38:00	40.757	-73.9821
4/2/2014 11:41:00	40.7539	-73.9942
4/2/2014 11:41:00	40.7676	-73.9825
4/2/2014 11:42:00	40.7477	-73.9807
4/2/2014 11:42:00	40.7583	-73.9816
4/2/2014 11:45:00	40.7387	-74.0087
4/2/2014 11:46:00	40.6928	-73.9738
4/2/2014 11:46:00	40.7116	-73.9613
4/2/2014 11:47:00	40.7325	-73.9969
4/2/2014 11:47:00	40.7602	-73.9832
4/2/2014 11:49:00	40.754	-73.9801
4/2/2014 11:49:00	40.73	-74.0066
4/2/2014 11:50:00	40.7578	-73.9746
4/2/2014 11:50:00	40.7407	-73.9837
4/2/2014 11:52:00	40.7255	-74.01
4/2/2014 11:53:00	40.7572	-73.9741
4/2/2014 11:54:00	40.7781	-73.9804
4/2/2014 11:55:00	40.705	-74.0113
4/2/2014 11:56:00	40.72	-73.9788
4/2/2014 11:57:00	40.7251	-74.0047
4/2/2014 11:58:00	40.7535	-73.9926
4/2/2014 11:59:00	40.7063	-74.0167
4/2/2014 12:00:00	40.744	-74.001
4/2/2014 12:01:00	40.7593	-73.9685
4/2/2014 12:03:00	40.7549	-73.9803
4/2/2014 12:04:00	40.7742	-73.8723
4/2/2014 12:06:00	40.7075	-74.0056
4/2/2014 12:08:00	40.7249	-74.0078
4/2/2014 12:10:00	40.7795	-73.9614
4/2/2014 12:10:00	40.7795	-73.9614
4/2/2014 12:11:00	40.7609	-73.9712
4/2/2014 12:15:00	40.7741	-73.8726
4/2/2014 12:18:00	40.758	-73.9849
4/2/2014 12:18:00	40.7212	-73.9992
4/2/2014 12:22:00	40.7609	-73.9696
4/2/2014 12:26:00	40.7656	-73.9549
4/2/2014 12:26:00	40.7739	-73.8727
4/2/2014 12:26:00	40.7714	-73.9645
4/2/2014 12:26:00	40.7803	-73.9596
4/2/2014 12:27:00	40.7307	-73.9851
4/2/2014 12:27:00	40.7413	-73.9877
4/2/2014 12:28:00	40.736	-73.9876
4/2/2014 12:34:00	40.7097	-74.0045
4/2/2014 12:35:00	40.7694	-73.9832
4/2/2014 12:35:00	40.7649	-73.9784
4/2/2014 12:36:00	40.7374	-74.0386
4/2/2014 12:37:00	40.83	-73.9719
4/2/2014 12:37:00	40.83	-73.9719
4/2/2014 12:37:00	40.7309	-73.9914
4/2/2014 12:38:00	40.7765	-73.9766
4/2/2014 12:40:00	40.718	-74.0048
4/2/2014 12:41:00	40.7714	-73.9899
4/2/2014 12:41:00	40.7244	-74.0001
4/2/2014 12:42:00	40.728	-74.005
4/2/2014 12:42:00	40.7368	-74.0046
4/2/2014 12:44:00	40.7562	-73.9797
4/2/2014 12:45:00	40.7415	-73.9752
4/2/2014 12:46:00	40.7511	-73.9851
4/2/2014 12:47:00	40.7056	-74.0134
4/2/2014 12:48:00	40.7571	-73.97
4/2/2014 12:51:00	40.7676	-73.9616
4/2/2014 12:51:00	40.7544	-73.9834
4/2/2014 12:53:00	40.7653	-73.9755
4/2/2014 12:55:00	40.7619	-73.9794
4/2/2014 12:56:00	40.7279	-73.9992
4/2/2014 12:56:00	40.7371	-73.9886
4/2/2014 12:57:00	40.7549	-73.9706
4/2/2014 12:59:00	40.7321	-74.0021
4/2/2014 12:59:00	40.772	-73.9597
4/2/2014 12:59:00	40.772	-73.9597
4/2/2014 13:00:00	40.7025	-73.9888
4/2/2014 13:03:00	40.751	-73.9815
4/2/2014 13:03:00	40.7043	-74.0097
4/2/2014 13:05:00	40.7528	-73.985
4/2/2014 13:05:00	40.7565	-73.9676
4/2/2014 13:07:00	40.7508	-74.0036
4/2/2014 13:08:00	40.7728	-73.8856
4/2/2014 13:08:00	40.7458	-73.994
4/2/2014 13:10:00	40.7599	-73.9813
4/2/2014 13:11:00	40.6605	-73.9803
4/2/2014 13:12:00	40.7266	-73.9939
4/2/2014 13:13:00	40.7564	-73.9868
4/2/2014 13:13:00	40.7747	-73.9633
4/2/2014 13:17:00	40.7507	-73.9876
4/2/2014 13:18:00	40.7741	-73.8726
4/2/2014 13:20:00	40.7115	-74.04
4/2/2014 13:21:00	40.7535	-73.9775
4/2/2014 13:21:00	40.7617	-73.9749
4/2/2014 13:22:00	40.7409	-73.9921
4/2/2014 13:23:00	40.7471	-73.9933
4/2/2014 13:24:00	40.7663	-73.9682
4/2/2014 13:24:00	40.7622	-73.9709
4/2/2014 13:25:00	40.6748	-74.0106
4/2/2014 13:26:00	40.7209	-73.9949
4/2/2014 13:27:00	40.8406	-73.9431
4/2/2014 13:30:00	40.7256	-73.9965
4/2/2014 13:32:00	40.7723	-73.9653
4/2/2014 13:32:00	40.7634	-73.9819
4/2/2014 13:34:00	40.7368	-73.9737
4/2/2014 13:34:00	40.8189	-73.9933
4/2/2014 13:36:00	40.7321	-74.0006
4/2/2014 13:37:00	40.7157	-74.0058
4/2/2014 13:37:00	40.7524	-73.9796
4/2/2014 13:41:00	40.7756	-73.9604
4/2/2014 13:41:00	40.7585	-73.6966
4/2/2014 13:42:00	40.7316	-73.9967
4/2/2014 13:43:00	40.7107	-74.0111
4/2/2014 13:43:00	40.751	-73.9823
4/2/2014 13:43:00	40.7145	-74.0814
4/2/2014 13:43:00	40.7145	-74.0814
4/2/2014 13:43:00	40.7586	-73.9688
4/2/2014 13:43:00	40.7296	-73.9846
4/2/2014 13:43:00	40.7569	-73.9733
4/2/2014 13:46:00	40.7798	-73.9503
4/2/2014 13:47:00	40.7748	-73.991
4/2/2014 13:48:00	40.7683	-73.9928
4/2/2014 13:48:00	40.7616	-73.9831
4/2/2014 13:49:00	40.7516	-73.994
4/2/2014 13:50:00	40.6461	-73.7767
4/2/2014 13:51:00	40.7566	-73.9746
4/2/2014 13:52:00	40.7496	-73.9795
4/2/2014 13:57:00	40.7711	-73.9243
4/2/2014 13:58:00	40.7306	-74.0067
4/2/2014 13:59:00	40.7049	-74.0096
4/2/2014 14:01:00	40.716	-74.0123
4/2/2014 14:02:00	40.7216	-74.0083
4/2/2014 14:02:00	40.721	-74.0084
4/2/2014 14:03:00	40.7251	-74.0013
4/2/2014 14:04:00	40.6521	-73.9526
4/2/2014 14:04:00	40.7707	-73.9806
4/2/2014 14:05:00	40.7137	-74.0636
4/2/2014 14:05:00	40.7137	-74.0636
4/2/2014 14:05:00	40.7458	-73.9879
4/2/2014 14:06:00	40.7291	-74.0092
4/2/2014 14:06:00	40.7232	-74.0097
4/2/2014 14:06:00	40.7094	-74.0137
4/2/2014 14:07:00	40.6449	-73.7822
4/2/2014 14:08:00	40.7591	-73.9709
4/2/2014 14:10:00	40.7803	-73.973
4/2/2014 14:11:00	40.7242	-73.9878
4/2/2014 14:11:00	40.7426	-73.9863
4/2/2014 14:11:00	40.7418	-74.0075
4/2/2014 14:12:00	40.7546	-73.9714
4/2/2014 14:12:00	40.894	-73.8186
4/2/2014 14:13:00	40.7627	-73.9821
4/2/2014 14:14:00	40.7791	-73.962
4/2/2014 14:14:00	40.6447	-73.7821
4/2/2014 14:16:00	40.7133	-73.9647
4/2/2014 14:19:00	40.7508	-74.0422
4/2/2014 14:20:00	40.7565	-73.9724
4/2/2014 14:20:00	40.7644	-73.9754
4/2/2014 14:21:00	40.7233	-74.008
4/2/2014 14:21:00	40.7036	-73.9309
4/2/2014 14:22:00	40.716	-74.0499
4/2/2014 14:22:00	40.716	-74.0499
4/2/2014 14:22:00	40.7652	-73.9655
4/2/2014 14:22:00	40.74	-74.0059
4/2/2014 14:24:00	40.6465	-73.7899
4/2/2014 14:24:00	40.7676	-73.9684
4/2/2014 14:24:00	40.7596	-73.9806
4/2/2014 14:26:00	40.7711	-73.9661
4/2/2014 14:26:00	40.7342	-73.985
4/2/2014 14:28:00	40.7145	-74.0119
4/2/2014 14:28:00	40.7271	-74.0054
4/2/2014 14:29:00	40.7696	-73.9662
4/2/2014 14:30:00	40.7586	-73.9863
4/2/2014 14:30:00	40.7259	-73.9974
4/2/2014 14:30:00	40.7715	-73.9678
4/2/2014 14:30:00	40.7443	-73.9888
4/2/2014 14:33:00	40.7388	-74.0056
4/2/2014 14:34:00	40.7788	-73.9822
4/2/2014 14:36:00	40.7412	-74.005
4/2/2014 14:36:00	40.7275	-74.0015
4/2/2014 14:37:00	40.6449	-73.782
4/2/2014 14:38:00	40.7038	-73.9866
4/2/2014 14:40:00	40.7063	-74.009
4/2/2014 14:40:00	40.7743	-73.9543
4/2/2014 14:40:00	40.7726	-73.9613
4/2/2014 14:41:00	40.726	-73.9918
4/2/2014 14:42:00	40.748	-73.985
4/2/2014 14:45:00	40.7341	-73.9951
4/2/2014 14:45:00	40.6449	-73.782
4/2/2014 14:46:00	40.7687	-73.8671
